File Name,Section Heading,Section Text
901201_cesta-monthly-newsletter-february-2015.txt_5,"= The Servant. Media History of a Figure between King and Client, Yale University Press, forthcoming in 2016",", and of Restlosigkeit: Weltprojekte um 1900 (S. Fischer, 2006)"
901201_cesta-monthly-newsletter-february-2015.txt_6,"= World Projects. Global Information Before WWI, University of Minnesota Press, 2015",". His current research projects include the problem of planned obsolescence, media and architecture, epistemology of the peripheral, and the history of exactitude in scholarly and scientific contexts. He is also developer and maintainer of the bibliography software synapsen—a hypertextual card index (www.verzetteln.de/synapsen). For further information see: gtm.mewi.unibas.ch."
901201_cesta-monthly-newsletter-february-2015.txt_7,WE'RE READY FOR OUR CLOSE-UP,"CESTA and the Humanities Center (http://shc.stanford.edu/) at Stanford have been busy working together on the production of a series of videos about Stanford digital humanities projects. The overall aim is to produce six or seven short, news style video packages about individual projects. Each news video will feature interviews with two or three key people who have worked on the project, such as a humanities scholar, a technical expert, and a student research assistant (grad or undergrad). The videos will be publicized individually, but also presented together on a new Humanities Center webpage about the digital humanities. The last video shoots will be wrapping up very soon.

The Humanities Center DH web page will be used to help promote a capstone public DH discussion event to be held in the Humanities Center on Tuesday, May 5, 2015 from 2 - 3:30pm  The event will explore and address the “what are the digital humanities good for?” question.  the event will feature panelists who have been interviewed for the series of DH videos that have been produced. Stanford scholars and technical experts will talk about their work in the digital humanities in a conversation moderated by Caroline Winterer and Zephyr Frank. The event will be recorded and posted on the Stanford YouTube Channel, and it will be available as a live webcast so people can attend remotely.

A big thank you goes out to Corrie Goldman, Director of Communications at the Humanities Center,  and Sarah Olgivie, Digital Humanities Coordinator at the Humanities Center and CESTA,  for organizing and coordinating the production of these videos, and to all the participants who were willing to step in front of the camera and share a little bit about what has gone into their various projects and efforts.

Pictured from left to right: Mark Hanlon, Video Director from Communications & Public Affairs at the Stanford Medical School, Corrie Goldman, Director of Communications at the Stanford Humanities Center, and Cameron Blevins, recent Stanford History PhD graduate, discussing his Geography of the Post project in CESTA and the Spatial History Project."
901201_cesta-monthly-newsletter-february-2015.txt_8,NEW CHAPTERS,"Cameron Blevins is leaving California next month to begin the transition to a post-doc position at Rutgers University. Cameron has worked at the Spatial History Lab and the Literary Lab since he came to Stanford in 2009. As a PhD candidate in the history department, Cameron's dissertation maps the role of the U.S. Post (http://cameronblevins.org/gotp/) in the integration of the American West. He will be joining the Rutgers Center for Historical Analysis (http://rcha.rutgers.edu/)  and, more importantly, his partner Erica Nelson (http://www.astro.yale.edu/enelson/) on the east coast. Cameron bids a bittersweet farewell all of the wonderful people at CESTA (and the California sunshine), but will be making periodic visits back to Stanford over the next several months as he tries to finish his dissertation without getting frostbite. All the best to you, Cameron!"
901201_cesta-monthly-newsletter-february-2015.txt_9,SOME PEOPLE!,"Each month we will feature brief CESTA participant profiles so that you can get to know us a little better. Now for this month's featured VIPs.....

RANI SHARMA


Hello! My name is Ranjeshni Sharma (Rani) Administrator; I am responsible for the day-to-day operation for CESTA and Worldview Stanford plus management of fourth floor Wallenberg.  I have more than 10 years’ professional experience in business administration with an emphasis on human resources, and employee relations. I’ve been with Stanford University for 7 year now and I love working with students, faculty, researchers. I’m so proud to be a part of the Stanford community.

Outside of my work at Stanford, I enjoy spending time with my family, traveling, working out and cooking.

FREDERICO FREITAS
I am a historian. My research deals with national parks, environmental policy, and the interaction of society and nature in Brazil and Argentina. These are things that take place in space, so I am very interested in using GIS to better understand them. At CESTA I work in the Spatial History Project as the principal investigator of a project, Boundaries of Nature, that gives me the opportunity to place in space the narratives and phenomena I am studying in my PhD dissertation (which I am doing at Stanford’s History Department). I am also a designer. In my hometown Sao Paulo I worked for many years doing motion graphics and animation for small and big screens. At CESTA, I am very interested in using the skills and vocabulary of motion graphics to tell the visual histories that digital humanities scholarship is producing."
901201_cesta-monthly-newsletter-february-2015.txt_10,ABOUT,"Welcome to the monthly newsletter from the Center for Spatial and Textual Analysis (CESTA) at Stanford University. This letter will serve as a platform for communicating what is happening at the Center, and we encourage you to follow our other social media platforms found at the bottom of this page.
Each newsletter issue will feature people, events, projects, publications, and other content that relates to what we do and what we are about. If you have any questions or feedback regarding this newsletter or any of our other social network platforms, don't hesitate to let us know. CESTA community participants are encouraged to send any newsletter items for upcoming broadcasts to mattbryant.stanford@gmail.com (mailto:mattbryant.stanford@gmail.com)

As always, we appreciate your interest and support for the wonderful work that is happening here in our Center.

============================================================
Copyright © 2014 Stanford University, All rights reserved.

Contact us: cesta DOT stanford AT gmail DOT com

** unsubscribe from this list (*|UNSUB|*)
** update subscription preferences (*|UPDATE_PROFILE|*)
** Facebook (https://www.facebook.com/cesta.stanford)
** Facebook (https://www.facebook.com/cesta.stanford)
** Twitter (https://www.twitter.com/cesta_stanford/)
** Twitter (https://www.twitter.com/cesta_stanford/)
** Website (http://cesta.stanford.edu)
** Website (http://cesta.stanford.edu)

This email was sent to *|EMAIL|* (mailto:*|EMAIL|*)
why did I get this? (*|ABOUT_LIST|*)     unsubscribe from this list (*|UNSUB|*)     update subscription preferences (*|UPDATE_PROFILE|*)
*|LIST_ADDRESSLINE_TEXT|*

*|REWARDS_TEXT|*"
1337061_cesta-newsletter-winter-2016.txt_1,Stanford Press Launch of Enchanting the Desert,"A lot has happened with the project Enchanting the Desert since the last CESTA newsletter. Project lead and author Nicholas Bauch has continued working closely with Stanford University Press, as they prepare to unveil the project in the spring of 2016 to introduce the Press’s Mellon-funded Interactive Scholarly Works digital publishing initiative.  Undergraduate Research Assistants Delenn Chin and Frank Zheng continue their dedication to the technical arm of the web development, while Bauch and the Press editors are making final decisions about design, web maintenance, “search engine optimization” (so you can find the project on Google), cataloging the project with the Library of Congress, and other topics involved in the “hand-off.”

You can check out a sneak-peek demonstration of the project here (http://web.stanford.edu/group/spatialhistory/cgi-bin/site/project.php?id=1061) .

In December 2015, Bauch presented a piece of Enchanting the Desert to the BayGeo (http://www.baama.org/) Holiday Mixer at the Gray Area Grand Theater (http://grayarea.org/theater/overview/) n San Francisco:"
1337061_cesta-newsletter-winter-2016.txt_2,DH Asia: Paul Vierthaler,"Paul Vierthaler, Visiting Associate Professor at Boston College, traveled to CESTA as the very first resident scholar in our DHAsia series directed by Tom Mullaney. From February through May, the DHAsia initiative will bring six researchers to Stanford to discuss their work at the intersection of Digital Humanities and South, East/Southeast, or Central Asia. During their three-day visit, each scholar will host a 45 minute talk, as well as a longer workshop teaching specific tools or methods relevant to their work.

See here for the full DHAsia schedule (http://dhasia.org/2015/10/digital-humanities-asia-stanford-complete-2016-schedule/) .

Talk: Digital Research into the Authorship of Jin Ping Mei

In this inaugural DHAsia lecture, Vierthaler discussed his work using ""stylometrics""—  the study of linguistic style— to do genre research on classical Chinese texts.

In particular, Vierthaler examined the authorship of the late Ming novel the Jin Ping Mei 金瓶梅 (Plum in the Golden Vase). The Plum in the Golden Vase was written pseudonymously by the “Laughing Scholar of Lanling” sometime in the late 1500s or early 1600s; its author's identity has been the subject of intense debate since its initial circulation.

Vierthaler offered new insight with digital methods. Through modeling how the Jin Ping Mei manuscript circulated in elite social networks, he gained new evidence for the work's initial starting point. And through machine learning-based algorithms and other stylometric analysis, he was able to clarify the identity of the author.

Workshop: Stylometrics and Genre Research in Imperial Chinese Studies

Vierthaler also led a hands-on workshop teaching digital methods to analyze variations in Chinese literary texts. The large conference room was packed!

Along the way, Vierthaler gave a crash course in Python to a room full of people without programming experience. After covering the basics, Paul helped participants dive straight into textual analysis. Attendees learned how to prepare Chinese texts for comparison, cleaning up extraneous symbols and dividing texts into chunks of similar length; finally, they learned how to visualize stylistic differences between their texts through code. In just a couple hours, they gained methods for literary inquiry in another language.

“My goal here is for everybody to come away able to adapt these methods to their own texts,” Vierthaler said.

As Tom Mullaney put it in his introduction for Vierthaler, this workshop— and the five more to come— are an opportunity to “roll up our sleeves and jump in with no expectation of prior knowledge. The idea is that the expert lets us into the factory and shows us how the machines work.”"
1337061_cesta-newsletter-winter-2016.txt_3,Stanford Report: Digital Humanities Minor,"An article in the Stanford Report profiled the new Digital Humanities minor (https://dhminor.stanford.edu/) , which launched this Fall. The minor, administered by the English Department, provides a formal academic context for undergraduates to pursue the kind of interdisciplinary, digital-tool-supported inquiry in the humanities that students and faculty are already involved in at both CESTA and the Stanford libraries’ Center for Interdisciplinary Digital Research (https://library.stanford.edu/research/center-interdisciplinary-digital-research-cidr) (CIDR).

“By combining scientific and computational methods with interpretative and critical thinking skills, the field of digital humanities opens unprecedented doors to what scholars can achieve,” the article stated, pointing to the broad range of projects underway at CESTA.

As part of the Digital Humnaities minor program, students will select one of three “clusters” to focus in: geospatial humanities, quantitative textual analysis, or text technologies. As the Stanford Report article notes, students will have more than 70 courses (https://dhminor.stanford.edu/dh-courses)  ranging widely across disciplines to choose from.

The article quoted Angelica Previte, a sophomore and RA at CESTA who has enrolled in the new minor. Previte plans to major in computer science.

"""
1337061_cesta-newsletter-winter-2016.txt_4,The minor,"will help me investigate a wider variety of computer science applications than CS department courses alone usually do,"" Previte said. ""Computer science courses provide a set of tools and ways of solving problems, and digital humanities provides an opportunity for a more diverse field of uses for those tools.""

Read the full article here: https://shar.es/1h80Cq"
1337061_cesta-newsletter-winter-2016.txt_5,Humanities + Design Launches Breve,"Giovanna Ceserani, Ethan Jewett, and Nicole Coleman from Humanities + Design have launched a new tool called Breve (http://breve.designhumanities.org/)  that helps researchers visualize and begin drawing conclusions from their data. Developed under the Networks in History project (http://hdlab.stanford.edu/)  and funded by a grant from the Office of Digital Humanities (http://www.neh.gov/divisions/odh/about) , Breve— like Palladio (http://palladio.designhumanities.org/) , another Humanities + Design data visualization tool— is the product of collaboration between many humanities researchers.

The Breve team says, ""
We designed Breve for researchers who have to work with very incomplete and messy data. Historical data is often full of inconsistencies and errors that can be difficult to see when scrolling through a spreadsheet. We were inspired by Victor Powell's CSV fingerprint (http://t.co/339TNaGrch) , which he describes as a ""birdseye view"" of the file without too much distracting detail. Breve gives you that meta view of tabular data and also lets you drill down to records and columns, and edit values.""

The Breve team plans to incorporate their new tool into Palladio in the future."
1337061_cesta-newsletter-winter-2016.txt_6,CESTA Skills Workshops,"Throughout January and February, experts from around campus held workshops at CESTA to teach digital humanities tools, through short, hands-on sessions accessible to all.

Omeka

Jason Heppler, the Academic Technology Specialist in the Department of History, taught an Introduction to Omeka workshop. The works
hop covered the basics of Omeka, looked at example projects, and led participants through a hands-on session using Omeka.net (http://omeka.net/) .

Python

David McClure, a software engineer at Stanford’s Center for Interdisciplinary Digital Research, led “Python for Data Wrangling.” The final result: each participant created a word network mapping links between the words in a novel.

To start off, McClure demonstrated a Python-created visualization for War and Peace that organized the novel’s words into broad thematic clusters. McClure then helped workshop attendees both re-familiarize themselves with Python and create their own simple word network, based on words’ proximity to each other within a text of their choice.

Neatline


McClure also led a workshop on Neatline, a collection of digital mapmaking add-ons for Omeka.

Participants used Neatline to create an interactive, annotated visual based on Charles Minard’s famous map of the 1812 Invasion of Russia, which plotted the deterioration of Napoleon’s army."
1337061_cesta-newsletter-winter-2016.txt_7,Interconnected Histories,"Researchers Allison Ramay and Joanna Crow visited CESTA to present and discuss their project “Interconnected Histories (http://www.bristol.ac.uk/arts/research/interconnected-histories/) ,” which compiles and maps the social networks of three prominent Mapuche intellectuals from early 20^th century Chile: Manuel Manquilef, Manuel Aburto Panguilef, and Venancio Coñuepán. Existing research on these leaders' role in Chile’s history and indigenous rights movement covers their politics but not their social worlds. “Interconnected Histories” will fill that gap.

“Just by looking at the people with whom they interacted, we learned more about who they are,” Ramay explained. Crow and Ramay’s database comes to life in digital visualizations such as spaghetti diagrams of who-knew-who and related details.


""Visualizations really open up the social networks of these people: they allow for ambiguity, for speculation,” Crow said.

Going forward, the researchers hope to create more visuals, including geographic maps. And they are still expanding their database—they called the 180 connections logged so far for Manquilef “just the tip of the iceberg.” They also plan to create a website giving the public access to their work."
1337061_cesta-newsletter-winter-2016.txt_8,Stanford Report: Boundaries of Nature,"The Stanford Report recently featured graduate student and Spatial History Project researcher Frederico Freitas (http://fredericofreitas.org/) ’ work exploring the intertwined history of two borderland national parks in Argentina and Brazil. Freitas found that the parks, established at roughly the same time, were politically motivated: “generated not by noble environmentalism, but rather by the strategic rivalry between the two countries,” the Stanford report article states. Freitas also discovered that Brazil and Argentina’s different approaches to park management reinforced a strong border in the landscape itself.

At CESTA, Freitas digitized over 800 pictures to tell a visual story of the parks’ history, documenting the area’s development from the 1930s through the 2000s. His project “Boundaries of Nature (http://web.stanford.edu/group/spatialhistory/cgi-bin/site/project.php?id=1077) ” and its maps can be found online (http://cesta.stanford.edu/projects/boundaries/) under the Spatial History Project.

Read the full Stanford Report article here:
http://stanford.io/24pQMhz"
1337061_cesta-newsletter-winter-2016.txt_9,Mark Braude: Speed and Power,"Mark Braude— lecturer in Art History, French, and History— spoke at Cantor Arts Center on its new Speed and Power exhibit, which he curated. Braude’s exhibit explores “the many ways that trains, planes, and automobiles have shaped modern urban life and how artists have integrated the interrelated themes of speed and power into their work.”


At his lecture, Braude discussed how travel technology increased 20th century citizens' pace of living and made speed the ultimate status symbol. Braude also spoke about the rise of photography to capture this fast-moving, speed-loving world.


“What faster means of representation do we have than photography, which was denigrating in its earlier years precisely because it was so quick and easy?” Braude said.

The exhibit will be open through March 21st; you can find more information
here (http://arts.stanford.edu/event/speed-and-power/) ."
1337061_cesta-newsletter-winter-2016.txt_10,"CESTA in San Francisco for ""Platforms: A History of Space""","In January, members of CESTA went up to San Francisco to participate in the three-day event ""Platforms: A History of Space."" (http://www.cca.edu/calendar/2015/platforms-augmented-histories-space)  Organized by California College of the Arts’ Experimental History Project—“an interdisciplinary platform for exhibitions, research, and events exploring experimental practices of architectural and urban history”— January’s event kicked off with a weeklong exhibition of digitally inspired approaches to urban and architectural studies. The event culminated in a Friday symposium in which researchers presented their projects, and a Saturday activity in which participants explored an “augmented” San Francisco with the aid of a variety of apps and online tools.

CESTA’s own Zephyr Frank presented at the Friday symposium. Frank's talk focused on storytelling with digital platforms, showcasing a project (http://web.stanford.edu/group/spatialhistory/cgi-bin/site/viz.php?id=377&)  that he developed with Erik Steiner and Fred Freitas in the Spatial History Lab. The project seeks to show the social connections among characters in the nineteenth-century Brazilian novel Memórias Póstumas de Brás Cubas, in both spatial and social network dimensions. Frank, Steiner, and Freitas explored these dimensions through a five minute visualization combining narration, music, maps, photos, and network diagrams."
1337061_cesta-newsletter-winter-2016.txt_11,The History of Place in Cyprus,"Last Fall saw the launch of Stuart Dunn's Cyprus Gazetteer Project (http://www.cyprusgazetteer.org/) , funded by the A. G. Leventis Foundation, at King's College London. The project aims to map and visualize references to place on the island of Cyprus as people's understanding of these places evolved through time. For example, Dunn notes, the Paphos known to Luke the Evangelist has a different character, meaning, and spatial footprint to the Paphos known to Florio Bustorn in the 1570s AD.

The gazetteer platform captures these places' ""footprints"" in quasi-cartographic form and provides what Stuart and the other researchers have termed ""the bibliographic exploration of place,"" capturing the ""attestation"" or precise reference to a place, and any web-visible link to it.

Dunn says, ""CESTA has played a critical role in helping us populate the platform with real content, thus informing the development process throughout, and building up a picture of how one particular class of evidence -- historical maps, especially of the Venetian period-- can fit into such a mode of spatial exploration.""

Dunn built on the Cyprus Gazetteer Project with The Archaeology of Place in Ancient Cyprus (http://web.stanford.edu/group/spatialhistory/cgi-bin/site/project.php?id=1091) , a part of CESTA's Spatial History Project. The Archaeology of Place in Ancient Cyprus seeks to represent Cypriot archaeology of the prehistoric period, before any contemporary place-names are documented— mapping sites whose contemporary names cannot be known, and whose spatial configuration is often uncertain."
1337061_cesta-newsletter-winter-2016.txt_12,CESTA Research Assistant Social,"One Friday in January, CESTA’s Research Assistants gathered in our Lounge to relax and get to know one another— and to devour four boxes of pizza! Students discussed their interests, traded stories, and laughed a lot; conversation ranged from research projects to favorite classes to shared midterm woes.

CESTA is student-driven. RAs do vital work across labs and projects; CESTA strives to involve students in all areas of the Center and engage them in all sorts of tasks, from data-wrangling to historical research to communications. The pizza gathering was part of an ongoing effort to foster connection among RAs, and to ensure that CESTA is not only a workplace but a strong community. More RA activities to follow in the future— as well as a GroupMe chat for RAs to communicate with each other more easily!"
1337061_cesta-newsletter-winter-2016.txt_13,CESTA Visiting Scholar: Eunice Nodari,"Eunice Sueli Nodari, Associate Professor at the Federal University of Santa Catarina in Florianópolis – Brazil, is a leading environmental historian in Latin America with more than 15 years of research in the subject. Her topics range from environmental disasters to the devastation of Araucaria forests to the process of migrations and agriculture.

While visiting CESTA during fall and winter quarter, Nodari studied the transformation of landscapes in Brazil through agriculture, with an emphasis on viticulture, or the production of grapes. Her project (http://web.stanford.edu/group/spatialhistory/cgi-bin/site/project.php?id=1139) synthesizes data previously analyzed separately, combining spatial data on the ecosystem with data on demographics, land use, and settlement history to investigate how a region developed.

Nodari has published specialized journals and edited collections, book chapters, and books monographs on nature and society in southern Brazil. She is a researcher of the Brazilian National Council of Research (CNPq) as well as a member of the American Society for Environmental History, the European Society for Environmental History, and Sociedad Latinoamericana y Caribeña de Historia Ambiental. She also organized the Simposio Internacional de Historia Ambiental e Migrações, the main meeting of environmental historians in Brazil; the next meeting will take place in Florianopolis in September 2016."
1337061_cesta-newsletter-winter-2016.txt_14,CESTA People Spotlight,"BRIAN JOHNSRUD
Co-director and Lab Manager, Lacuna Stories and Poetic Media Project


Brian is finishing his interdisciplinary degree in Modern Thought and Literature this spring, while also running the Poetic Media Lab in CESTA. Brian's research looks at mediated representations of the past, particularly at how the Crusades have been represented across media in the U.S. and Middle East after 9/11. In the lab, Brian's first project was designing Lacuna, a digital annotation platform used by researchers and in higher education classrooms for collaborative reading, learning, and writing. After completing his Ph.D. this spring, Brian will stay on to co-direct the Poetic Media Lab and its ongoing projects.

Brian grew up in a rural community in Montana, where he also did his undergraduate and first master's degree in Media Studies. Before coming to Stanford, he received a Rhodes Scholarship that sent him to Oxford for a couple years, where he completed two other master's degrees, in medieval literature and cultural anthropology. Since moving to the Bay Area seven years ago, Brian has become enamored with its environs, so he is excited to be staying on at Stanford!

CLARE TANDY
Research Assistant


Hi all! I’m a history fan, card game enthusiast, tea lover, and have been a Research Assistant at CESTA since the middle of fall quarter. I’ve been working on data tagging for the Global Currents project, and I’ve loved being involved with and learning about the project. It’s also been a fantastic opportunity to meet other people who are interested in similar topics and to work collaboratively.

I grew up in the Bay Area, and have been working to balance a desire to fill my academic schedule with everything from Roman Archeology (my nod to Classics after six years of Latin) to Nanotechnology. Outside of class, I love hiking, either around the Dish or Arastradero, and skiing when I make it up to the mountains. I’ve also been known to persuade my friends to learn cribbage, and to stay up entirely too late talking. I’m looking forward to the rest of winter quarter, and hopefully some more beautiful weather!"
1337061_cesta-newsletter-winter-2016.txt_15,Lit Lab Pamphlet #11 Published,"The Literary Lab released the 11^th entry in its popular Pamphlets (http://litlab.stanford.edu/pamphlets/) series, titled “Canon/Archive. Large-scale Dynamics in the Literary Field.” This latest pamphlet asks big questions about how a digital lens has advanced literary inquiry. It begins:

Of the novelties introduced by digitization in the study of literature, the size of the archive is probably the most dramatic: we used to work on a couple of hundred nineteenth-century novels, and now we can analyze thousands of them, tens of thousands, tomorrow hundreds of thousands. It’s a moment of euphoria, for quantitative literary history: like having a telescope that makes you see entirely new galaxies. And it’s a moment of truth: so, have the digital skies revealed anything that changes our knowledge of literature?

The entire pamphlet is available online at  http://litlab.stanford.edu/LiteraryLabPamphlet11.pdf."
1337061_cesta-newsletter-winter-2016.txt_16,"Experiencing George Moses Horton, Slave Poet, Through VR","Cecil Brown is the Chief Researcher for the George Moses Horton Project at CESTA; he also lectures in Urban Studies at Stanford. Brown recently wrote an article on a virtual reality tool on display at the Blacks in Gaming (BIG) party. Read on for a shortened version of Brown's piece:



You have just entered the Blacks In Gaming (BIG) party. To be sure, there are only about two hundred members, compared to the 26,000 white gamers at the Game Developers Conference (GDC) in San Francisco. Still it’s an effort, and a laudable one, too. Sponsored by Xbox, the event is an answer to the Big Parties going on all around you. BIG’s aim is, according to their website, to “spread the message... highlighting the accomplishment of people of color in the video games industry.”

The founder, Mr. Kevin Brown, gave a welcoming at the front of the room.

""Ten years ago, I founded this organization,"" Mr. Brown told us, ""because when I go to the GDC conventions all I ever saw was white people.""

Obama’s TechHire Initiative claims that even when Blacks have degrees in Technology, they still don’t get hired. “Top universities turn out Black and Hispanic computer science and computer engineering graduates at twice the rate that leading technology companies hire them,"" the TechHire website says.

The problem is the lack of exposure to Black developers, Mr. Brown maintained. Some of the reasons why Blacks don’t do well in that when game industry, he told us, is that developers hire people they know, and the people they know are other white men.

The solution, he said, is networking.

""We want you to enjoy meeting each other,"" Mr. Brown said, ""And check out the games.""

The game that got the most attention was one that we might call the George Moses Horton game application. Mr. Elijah Butterfield, 18, had a goggle cardboard box that allowed the viewer to experience virtual reality (VR). For the Black Gamers, these cardboard VR glasses—which mocked the expensive Ocular glasses that are the symbol of the GMC this year—were a hilarious experience.

Yet what made the Gamers stand in line to take a look was not the device itself but the contents of the story: that of George Moses Horton, the slave poet from the antebellum South. Born a slave in North Carolina, Horton was allowed to go to Chapel Hill and sell fruit on Sundays to the young white male students. During this time, Horton picked up enough education to reveal an unusual gift for poetry.

As you look through the cardboard, you are back in the world of the University, and as you are gliding along around the buildings, suddenly, you hear the voice of the oral Poet. As you listen to the poem ""Liberty and Slavery,"" first published in 1829, you see the lyrics floating down from the 3D screen.

""Can you make other subjects like that?” asked Harrison Chastang, a well-known Black journalist and news director at KPOO radio station. “What about the Harlem Renaissance? The Last Poets? What about Baraka?"" he asked, referencing the recently deceased African American poet.

As a social media, the George Moses Horton application made history alive for this “target audience.” It gave 30 or so Black players a chance to experience images of stories that we all wanted to see.

The foundation of innovation is the process that allows one artifact to be repurposed and made to fit a new need. Perhaps Elijah and his new generation have the key. One way to to break the color line is to do what no one has seen before. The gamer who had never heard of George Moses Horton, the slave poet, would now, having seen him through virtual reality, return to reality with a memorable experience.

To resolve the Mason-Dixie line in the Digital World, Black Gamers and Developers are showing the world what they can do.

============================================================
Copyright © 2014 Stanford University, All rights reserved.

Contact us: mattbryant DOT stanford AT gmail DOT com

** unsubscribe from this list (*|UNSUB|*)
** update subscription preferences (*|UPDATE_PROFILE|*)
** Facebook (https://www.facebook.com/cesta.stanford)
** Facebook (https://www.facebook.com/cesta.stanford)
** Twitter (https://www.twitter.com/cesta_stanford/)
** Twitter (https://www.twitter.com/cesta_stanford/)
** Website (http://cesta.stanford.edu)
** Website (http://cesta.stanford.edu)

This email was sent to *|EMAIL|* (mailto:*|EMAIL|*)
why did I get this? (*|ABOUT_LIST|*)     unsubscribe from this list (*|UNSUB|*)     update subscription preferences (*|UPDATE_PROFILE|*)
*|LIST_ADDRESSLINE_TEXT|*

*|REWARDS_TEXT|*"
1013993_cesta-newsletter-march-april-2015.txt_1,LATEST NEWS,"Welcome to the latest edition of the CESTA newsletter. Going forward, we'll broadcast this newsletter on a bimonthly basis, bringing you a snapshot of what we've been up to over the previous two months. We'll highlight some of the people, projects, and events that make our Center such a thriving and inspirational place in which to pursue digital humanities research. If you have any questions or feedback regarding this newsletter or any of our other social network platforms, don't hesitate to let us know. CESTA community participants are encouraged to send any newsletter items for upcoming broadcasts to mattbryant.stanford@gmail.com (mailto:mattbryant.stanford@gmail.com)"
1013993_cesta-newsletter-march-april-2015.txt_2,ACROSS THE BAY,"CESTA Director Zephyr Frank gave a talk at the UC Berkeley DH Faire on April 8.  The talk, ""Spatial History and the Digital Humanities,"" focused on the problems and opportunities inherent in historical GIS projects.  The event also sparked conversation about ways students working in DH at Berkeley could get connected to their peers at Stanford.  Building on this mutual interest, we are in the early stages of planning a series of exchange events for fall 2015.

CESTA recently held a meeting for the inaugural cohort for its new Graduate Certificate in Digital Humanities. The first cohort and the GCDH committee met for initial introductions and to discuss how the new GCDH grads will proceed. The cohort plans on reaching out to DH grads at Berkeley along with other graduate programs to find common ground, build relationships, and potential collaborations."
1013993_cesta-newsletter-march-april-2015.txt_3,LACUNA STORIES,"The Poetic Media Lab has launched two new courses for the Spring 2015 quarter using their learning platform Lacuna Stories (http://www.lacunastories.com) . Sarah Ogilvie (https://people.stanford.edu/sogilvie/) (Digital Humanities Coordinator; Linguistics) is using Lacuna Stories in her course on ""Endangered Languages and Language Revitalization, (http://el.lacunastories.com) "" and Elizabeth Hadly (https://woods.stanford.edu/about/woods-faculty/elizabeth-hadly) (Senior Vice Provost for Undergraduate Education; Biology) is using Lacuna Stories in her service-learnign course ""Geographic Impacts of Global Change: Mapping the Stories (http://mappingglobalchange.lacunastories.com) ."" Since launching the first pilot course in early 2014, the Lacuna Stories platform has now been used to innovate undergraduate and graduate learning in fourteen university courses at Stanford, Berkeley, and beyond. Lacuna Stories has now been released on the Stanford YouTube channel.
(https://youtu.be/3JVu6n2SbCU)"
1013993_cesta-newsletter-march-april-2015.txt_4,ROADSHOW,"This February and March CESTA post-doc Nicholas Bauch (http://www.nicholasbauch.com/) took his project – Enchanting the Desert – on a road show, delivering three lectures in southern California, one in Phoenix, one in Portland, and one in Chicago.  The rich conversations with faculty and students at each of these stops could not have been more productive and enjoyable.

In California’s southland, the first stop was at UCLA’s Center for Digital Humanities (http://www.cdh.ucla.edu/ ) followed by UC–Riverside’s Critical Digital Humanities (http://cdh.ucr.edu/) colloquium, then the lecture series at the Art Center College of Design (http://www.artcenter.edu/accd/index.jsp) in Pasadena.  At the College of Design, Bauch served as a guest consultant for some of the students’ MFA thesis projects.

“Whistle stops for Bauch’s lecture tour of Enchanting the Desert.”

Next he traveled to Arizona State University to deliver a lecture to their Schools of Sustainability and Historical Studies (https://schoolofsustainability.asu.edu/) , which was immediately followed by a talk at the Rural West Conference just outside of Portland.  The audio for this talk (and for the whole conference!) is available here (http://ruralwest.stanford.edu/site/conference/2015/audio#) .

To wrap things up for these early 2015 travels, Bauch organized and presented in a session at the annual conference of the Association of American Geographers in Chicago called “Digital Geo-Humanities” (http://meridian.aag.org/callforpapers/program/SessionDetail.cfm?SessionID=22536) , bringing together an international panel of practitioners and theorists who work with DH and geographical representation."
1013993_cesta-newsletter-march-april-2015.txt_5,UPCOMING EVENTS,"HUMANITIES + DIGITAL TOOLS
From visualizations of complex information and interactive teaching platforms to digitization projects and textual analysis, humanities scholars across campus are harnessing the power of digital tools to push the boundaries of their research. Likewise, the unique properties of humanities scholarship are pushing the boundaries of digital tools.

In this panel discussion, Stanford scholars and technical experts will talk about their work in the digital humanities. The conversation, which will be streamed live, will be moderated by Stanford Humanities Center (http://shc.stanford.edu/about) Director Caroline Winterer and Zephyr Frank, Director of Stanford's Center for Spatial and Textual Analysis (http://cesta.stanford.edu/) (CESTA.)

For more information and detailed bios of all discussion participants, go HERE (http://shc.stanford.edu/events/humanities-digital-tools) .

The event will also be available via live webcast. (http://shc.stanford.edu/humanities-digital-tools)
When:
Tuesday, May 5, 2015. 02:00 PM
Where:
Levinthal Hall, Stanford Humanities Center
Sponsor:
Stanford University Libraries, the Center for Spatial and Textual Analysis (CESTA)
Contact:
650-724-8156
corrieg@stanford.edu
Admission:
Free and open to the public."
